Command line
Loss = 2.5301e-01, PNorm = 985.3907, GNorm = 0.3450, lr_0 = 7.7933e-04
Loss = 2.0174e-01, PNorm = 985.5913, GNorm = 0.2969, lr_0 = 7.7926e-04
Loss = 2.7115e-01, PNorm = 985.7525, GNorm = 0.2371, lr_0 = 7.7919e-04
Loss = 2.0640e-01, PNorm = 985.8948, GNorm = 0.2580, lr_0 = 7.7912e-04
Loss = 1.9236e-01, PNorm = 986.0216, GNorm = 0.2227, lr_0 = 7.7905e-04
Loss = 2.7294e-01, PNorm = 986.1186, GNorm = 0.2410, lr_0 = 7.7898e-04
Loss = 2.4435e-01, PNorm = 986.2163, GNorm = 0.3407, lr_0 = 7.7891e-04
Loss = 2.3042e-01, PNorm = 986.3444, GNorm = 0.4834, lr_0 = 7.7884e-04
Loss = 2.1354e-01, PNorm = 986.4674, GNorm = 0.2078, lr_0 = 7.7877e-04
Loss = 2.3295e-01, PNorm = 986.5832, GNorm = 0.4061, lr_0 = 7.7870e-04
Loss = 3.2030e-01, PNorm = 986.6736, GNorm = 0.4918, lr_0 = 7.7863e-04
Loss = 2.1527e-01, PNorm = 986.7851, GNorm = 0.4460, lr_0 = 7.7856e-04
Loss = 3.4961e-01, PNorm = 986.9201, GNorm = 0.4936, lr_0 = 7.7849e-04
Loss = 1.6721e-01, PNorm = 987.0657, GNorm = 0.2286, lr_0 = 7.7842e-04
Loss = 1.9260e-01, PNorm = 987.1762, GNorm = 0.1593, lr_0 = 7.7835e-04
Loss = 2.2591e-01, PNorm = 987.2459, GNorm = 0.4095, lr_0 = 7.7828e-04
Loss = 2.6763e-01, PNorm = 987.3101, GNorm = 4.4361, lr_0 = 7.7820e-04
Loss = 2.4225e-01, PNorm = 987.4039, GNorm = 0.4549, lr_0 = 7.7813e-04
Loss = 2.2911e-01, PNorm = 987.4948, GNorm = 0.5302, lr_0 = 7.7806e-04
Loss = 1.8157e-01, PNorm = 987.5948, GNorm = 0.3290, lr_0 = 7.7799e-04
Loss = 2.3479e-01, PNorm = 987.6780, GNorm = 0.3842, lr_0 = 7.7792e-04
Loss = 2.1791e-01, PNorm = 987.7531, GNorm = 0.2473, lr_0 = 7.7785e-04
Loss = 1.8347e-01, PNorm = 987.8594, GNorm = 0.3409, lr_0 = 7.7778e-04
Loss = 1.7693e-01, PNorm = 987.9416, GNorm = 0.2393, lr_0 = 7.7771e-04
Loss = 1.4662e-01, PNorm = 988.0193, GNorm = 0.1919, lr_0 = 7.7764e-04
Loss = 3.9322e-01, PNorm = 988.0734, GNorm = 0.2475, lr_0 = 7.7757e-04
Loss = 2.9392e-01, PNorm = 988.1699, GNorm = 0.4033, lr_0 = 7.7750e-04
Loss = 2.2007e-01, PNorm = 988.3450, GNorm = 0.2921, lr_0 = 7.7743e-04
Loss = 2.4969e-01, PNorm = 988.5024, GNorm = 0.3430, lr_0 = 7.7736e-04
Loss = 2.2737e-01, PNorm = 988.6134, GNorm = 0.4136, lr_0 = 7.7729e-04
Loss = 2.1932e-01, PNorm = 988.7152, GNorm = 0.2088, lr_0 = 7.7722e-04
Loss = 4.0856e-01, PNorm = 988.8168, GNorm = 0.4314, lr_0 = 7.7715e-04
Loss = 2.5765e-01, PNorm = 988.9627, GNorm = 0.3656, lr_0 = 7.7708e-04
Loss = 2.3015e-01, PNorm = 989.1909, GNorm = 0.4914, lr_0 = 7.7701e-04
Loss = 2.7390e-01, PNorm = 989.3319, GNorm = 0.3003, lr_0 = 7.7694e-04
Loss = 2.4782e-01, PNorm = 989.4303, GNorm = 0.2117, lr_0 = 7.7687e-04
Loss = 2.2686e-01, PNorm = 989.5199, GNorm = 0.2533, lr_0 = 7.7680e-04
Loss = 2.2898e-01, PNorm = 989.6143, GNorm = 0.5570, lr_0 = 7.7673e-04
Loss = 2.5383e-01, PNorm = 989.7103, GNorm = 0.3395, lr_0 = 7.7666e-04
Loss = 1.9814e-01, PNorm = 989.8382, GNorm = 0.1831, lr_0 = 7.7659e-04
Loss = 1.8877e-01, PNorm = 989.9412, GNorm = 0.2063, lr_0 = 7.7651e-04
Loss = 2.5475e-01, PNorm = 990.0344, GNorm = 0.6952, lr_0 = 7.7644e-04
Loss = 1.9342e-01, PNorm = 990.1155, GNorm = 0.4354, lr_0 = 7.7637e-04
Loss = 1.9803e-01, PNorm = 990.1939, GNorm = 0.6105, lr_0 = 7.7630e-04
Loss = 2.4600e-01, PNorm = 990.2653, GNorm = 0.2385, lr_0 = 7.7623e-04
Loss = 2.7512e-01, PNorm = 990.3326, GNorm = 0.9844, lr_0 = 7.7616e-04
Loss = 2.6297e-01, PNorm = 990.4383, GNorm = 0.2083, lr_0 = 7.7609e-04
Loss = 2.3536e-01, PNorm = 990.5722, GNorm = 0.2064, lr_0 = 7.7602e-04
Loss = 2.2713e-01, PNorm = 990.7647, GNorm = 0.2941, lr_0 = 7.7595e-04
Loss = 2.6534e-01, PNorm = 990.9496, GNorm = 0.2595, lr_0 = 7.7588e-04
Loss = 2.2398e-01, PNorm = 991.0826, GNorm = 0.2218, lr_0 = 7.7581e-04
Loss = 2.6203e-01, PNorm = 991.1748, GNorm = 0.3222, lr_0 = 7.7574e-04
Loss = 2.8579e-01, PNorm = 991.2568, GNorm = 0.3932, lr_0 = 7.7567e-04
Loss = 2.6895e-01, PNorm = 991.3550, GNorm = 0.2637, lr_0 = 7.7560e-04
Loss = 3.3165e-01, PNorm = 991.4544, GNorm = 0.3721, lr_0 = 7.7553e-04
Loss = 2.8558e-01, PNorm = 991.5785, GNorm = 0.2100, lr_0 = 7.7546e-04
Loss = 1.6221e-01, PNorm = 991.7245, GNorm = 0.1985, lr_0 = 7.7539e-04
Loss = 2.1795e-01, PNorm = 991.8431, GNorm = 0.2379, lr_0 = 7.7532e-04
Loss = 2.6761e-01, PNorm = 991.9668, GNorm = 0.3987, lr_0 = 7.7525e-04
Loss = 2.0815e-01, PNorm = 992.0982, GNorm = 0.3874, lr_0 = 7.7518e-04
Loss = 2.6374e-01, PNorm = 992.2110, GNorm = 0.2236, lr_0 = 7.7511e-04
Loss = 1.9557e-01, PNorm = 992.3311, GNorm = 0.3635, lr_0 = 7.7504e-04
Loss = 2.4263e-01, PNorm = 992.4392, GNorm = 0.7580, lr_0 = 7.7497e-04
Loss = 2.6930e-01, PNorm = 992.5360, GNorm = 0.2649, lr_0 = 7.7490e-04
Loss = 2.5608e-01, PNorm = 992.6559, GNorm = 0.3602, lr_0 = 7.7483e-04
Loss = 2.9457e-01, PNorm = 992.7970, GNorm = 0.3581, lr_0 = 7.7476e-04
Loss = 2.5166e-01, PNorm = 992.9459, GNorm = 0.3826, lr_0 = 7.7469e-04
Loss = 2.5470e-01, PNorm = 993.1233, GNorm = 0.3385, lr_0 = 7.7462e-04
Loss = 2.0640e-01, PNorm = 993.2732, GNorm = 0.2400, lr_0 = 7.7455e-04
Loss = 4.0933e-01, PNorm = 993.4019, GNorm = 0.5571, lr_0 = 7.7448e-04
Loss = 3.1319e-01, PNorm = 993.5928, GNorm = 0.3741, lr_0 = 7.7441e-04
Loss = 2.8650e-01, PNorm = 993.8431, GNorm = 0.4137, lr_0 = 7.7434e-04
Loss = 2.8346e-01, PNorm = 994.0346, GNorm = 0.2148, lr_0 = 7.7427e-04
Loss = 1.8072e-01, PNorm = 994.1973, GNorm = 0.1893, lr_0 = 7.7420e-04
Loss = 1.9901e-01, PNorm = 994.3368, GNorm = 0.2368, lr_0 = 7.7413e-04
Loss = 2.1271e-01, PNorm = 994.4723, GNorm = 0.3223, lr_0 = 7.7406e-04
Loss = 1.7011e-01, PNorm = 994.5803, GNorm = 0.5028, lr_0 = 7.7399e-04
Loss = 2.1560e-01, PNorm = 994.6666, GNorm = 0.1610, lr_0 = 7.7392e-04
Loss = 2.0800e-01, PNorm = 994.7530, GNorm = 0.5881, lr_0 = 7.7385e-04
Loss = 2.8600e-01, PNorm = 994.8361, GNorm = 0.7368, lr_0 = 7.7378e-04
Loss = 2.0090e-01, PNorm = 994.9579, GNorm = 0.3200, lr_0 = 7.7371e-04
Loss = 2.3929e-01, PNorm = 995.1185, GNorm = 0.3610, lr_0 = 7.7364e-04
Loss = 3.8741e-01, PNorm = 995.2953, GNorm = 0.7703, lr_0 = 7.7357e-04
Loss = 2.3520e-01, PNorm = 995.4709, GNorm = 0.2706, lr_0 = 7.7350e-04
Loss = 3.2564e-01, PNorm = 995.6653, GNorm = 0.4699, lr_0 = 7.7343e-04
Loss = 2.6232e-01, PNorm = 995.8372, GNorm = 0.2925, lr_0 = 7.7336e-04
Loss = 1.8879e-01, PNorm = 995.9691, GNorm = 0.2197, lr_0 = 7.7329e-04
Loss = 1.3776e-01, PNorm = 996.0603, GNorm = 0.3043, lr_0 = 7.7322e-04
Loss = 2.3512e-01, PNorm = 996.1222, GNorm = 0.5928, lr_0 = 7.7315e-04
Loss = 2.8533e-01, PNorm = 996.2251, GNorm = 0.2878, lr_0 = 7.7308e-04
Loss = 2.4237e-01, PNorm = 996.3569, GNorm = 0.3421, lr_0 = 7.7301e-04
Loss = 2.1145e-01, PNorm = 996.4868, GNorm = 0.2196, lr_0 = 7.7294e-04
Loss = 2.2509e-01, PNorm = 996.6071, GNorm = 0.2812, lr_0 = 7.7287e-04
Loss = 3.1945e-01, PNorm = 996.8098, GNorm = 0.3775, lr_0 = 7.7280e-04
Loss = 2.4032e-01, PNorm = 996.9825, GNorm = 0.3330, lr_0 = 7.7273e-04
Loss = 1.9740e-01, PNorm = 997.1211, GNorm = 0.2437, lr_0 = 7.7266e-04
Loss = 2.8644e-01, PNorm = 997.2838, GNorm = 0.1693, lr_0 = 7.7259e-04
Loss = 2.8006e-01, PNorm = 997.4437, GNorm = 0.3234, lr_0 = 7.7252e-04
Loss = 3.1409e-01, PNorm = 997.6340, GNorm = 0.1853, lr_0 = 7.7245e-04
Loss = 2.9710e-01, PNorm = 997.8936, GNorm = 0.4274, lr_0 = 7.7238e-04
Loss = 2.7600e-01, PNorm = 998.1094, GNorm = 0.4133, lr_0 = 7.7231e-04
Loss = 2.6655e-01, PNorm = 998.2582, GNorm = 0.2304, lr_0 = 7.7224e-04
Loss = 2.7327e-01, PNorm = 998.4051, GNorm = 0.7217, lr_0 = 7.7217e-04
Loss = 2.5482e-01, PNorm = 998.5409, GNorm = 0.4789, lr_0 = 7.7210e-04
Loss = 3.0127e-01, PNorm = 998.6766, GNorm = 0.2015, lr_0 = 7.7203e-04
Loss = 2.4512e-01, PNorm = 998.7969, GNorm = 0.2165, lr_0 = 7.7196e-04
Loss = 2.6446e-01, PNorm = 998.9138, GNorm = 0.7003, lr_0 = 7.7189e-04
Loss = 2.3831e-01, PNorm = 999.0405, GNorm = 0.6835, lr_0 = 7.7182e-04
Loss = 2.5759e-01, PNorm = 999.1599, GNorm = 0.4957, lr_0 = 7.7175e-04
Loss = 2.7017e-01, PNorm = 999.3161, GNorm = 0.7072, lr_0 = 7.7168e-04
Loss = 2.4313e-01, PNorm = 999.4428, GNorm = 0.2943, lr_0 = 7.7161e-04
Loss = 2.6932e-01, PNorm = 999.5558, GNorm = 0.3707, lr_0 = 7.7154e-04
Loss = 2.4806e-01, PNorm = 999.6587, GNorm = 0.2999, lr_0 = 7.7147e-04
Loss = 2.5946e-01, PNorm = 999.8371, GNorm = 0.2316, lr_0 = 7.7140e-04
Loss = 1.9810e-01, PNorm = 1000.0460, GNorm = 0.2558, lr_0 = 7.7133e-04
Loss = 1.5674e-01, PNorm = 1000.1803, GNorm = 0.2812, lr_0 = 7.7126e-04
Loss = 2.3790e-01, PNorm = 1000.2885, GNorm = 0.4378, lr_0 = 7.7119e-04
Loss = 1.2659e-01, PNorm = 1000.4170, GNorm = 0.2727, lr_0 = 7.7112e-04
Loss = 2.3315e-01, PNorm = 1000.5005, GNorm = 0.1679, lr_0 = 7.7105e-04
Loss = 2.2202e-01, PNorm = 1000.5751, GNorm = 0.3228, lr_0 = 7.7098e-04
Loss = 3.2381e-01, PNorm = 1000.6683, GNorm = 0.6206, lr_0 = 7.7091e-04
Loss = 1.7373e-01, PNorm = 1000.7763, GNorm = 0.2637, lr_0 = 7.7084e-04
Loss = 2.5631e-01, PNorm = 1000.9047, GNorm = 0.6828, lr_0 = 7.7077e-04
Loss = 3.0049e-01, PNorm = 1001.0349, GNorm = 0.1554, lr_0 = 7.7070e-04
Loss = 1.4788e-01, PNorm = 1001.1513, GNorm = 0.1415, lr_0 = 7.7063e-04
Loss = 2.9685e-01, PNorm = 1001.3037, GNorm = 0.3900, lr_0 = 7.7056e-04
Loss = 1.7587e-01, PNorm = 1001.4674, GNorm = 0.2416, lr_0 = 7.7049e-04
Loss = 2.3072e-01, PNorm = 1001.6308, GNorm = 0.1478, lr_0 = 7.7042e-04
Loss = 2.3258e-01, PNorm = 1001.7740, GNorm = 0.4417, lr_0 = 7.7035e-04
Loss = 2.5097e-01, PNorm = 1001.9454, GNorm = 0.3192, lr_0 = 7.7028e-04
Loss = 2.5999e-01, PNorm = 1002.0688, GNorm = 0.5772, lr_0 = 7.7021e-04
Loss = 2.2026e-01, PNorm = 1002.1759, GNorm = 0.3354, lr_0 = 7.7014e-04
Loss = 2.3930e-01, PNorm = 1002.2732, GNorm = 0.4741, lr_0 = 7.7007e-04
Loss = 2.4261e-01, PNorm = 1002.3929, GNorm = 0.7551, lr_0 = 7.7000e-04
Loss = 2.4787e-01, PNorm = 1002.5052, GNorm = 0.2979, lr_0 = 7.6993e-04
Loss = 2.8252e-01, PNorm = 1002.6069, GNorm = 0.1525, lr_0 = 7.6986e-04
Loss = 2.9652e-01, PNorm = 1002.6999, GNorm = 0.4032, lr_0 = 7.6979e-04
Loss = 2.4890e-01, PNorm = 1002.8133, GNorm = 0.2811, lr_0 = 7.6972e-04
Loss = 2.7041e-01, PNorm = 1002.9260, GNorm = 0.3323, lr_0 = 7.6965e-04
Loss = 2.7337e-01, PNorm = 1003.0474, GNorm = 0.2430, lr_0 = 7.6958e-04
Loss = 2.4113e-01, PNorm = 1003.1814, GNorm = 0.5520, lr_0 = 7.6951e-04
Loss = 3.2963e-01, PNorm = 1003.3211, GNorm = 0.5449, lr_0 = 7.6944e-04
Loss = 2.2043e-01, PNorm = 1003.4547, GNorm = 0.2302, lr_0 = 7.6937e-04
Loss = 2.4566e-01, PNorm = 1003.5815, GNorm = 0.2446, lr_0 = 7.6930e-04
Loss = 2.7033e-01, PNorm = 1003.6977, GNorm = 0.4948, lr_0 = 7.6923e-04
Loss = 1.7217e-01, PNorm = 1003.8226, GNorm = 0.2046, lr_0 = 7.6917e-04
Loss = 2.2970e-01, PNorm = 1003.9412, GNorm = 0.2877, lr_0 = 7.6910e-04
Loss = 2.1933e-01, PNorm = 1004.0396, GNorm = 0.6162, lr_0 = 7.6903e-04
Loss = 2.7459e-01, PNorm = 1004.1210, GNorm = 0.1509, lr_0 = 7.6896e-04
Loss = 2.0665e-01, PNorm = 1004.2162, GNorm = 0.8790, lr_0 = 7.6889e-04
Loss = 3.0566e-01, PNorm = 1004.3285, GNorm = 0.3649, lr_0 = 7.6882e-04
Loss = 2.6061e-01, PNorm = 1004.4449, GNorm = 0.5431, lr_0 = 7.6875e-04
Loss = 2.7932e-01, PNorm = 1004.5499, GNorm = 0.3501, lr_0 = 7.6868e-04
Loss = 3.4952e-01, PNorm = 1004.6600, GNorm = 0.2705, lr_0 = 7.6861e-04
Loss = 2.5425e-01, PNorm = 1004.8102, GNorm = 0.4183, lr_0 = 7.6854e-04
Loss = 2.0822e-01, PNorm = 1004.9805, GNorm = 0.3052, lr_0 = 7.6847e-04
Loss = 1.7591e-01, PNorm = 1005.1028, GNorm = 0.1200, lr_0 = 7.6840e-04
Loss = 2.5279e-01, PNorm = 1005.1996, GNorm = 0.2765, lr_0 = 7.6833e-04
Loss = 2.0729e-01, PNorm = 1005.2920, GNorm = 0.2688, lr_0 = 7.6826e-04
Loss = 1.6801e-01, PNorm = 1005.4241, GNorm = 0.2560, lr_0 = 7.6819e-04
Loss = 2.7698e-01, PNorm = 1005.5533, GNorm = 0.3654, lr_0 = 7.6812e-04
Loss = 2.3287e-01, PNorm = 1005.6716, GNorm = 1.0620, lr_0 = 7.6805e-04
Loss = 2.1798e-01, PNorm = 1005.7790, GNorm = 0.3238, lr_0 = 7.6798e-04
Loss = 3.3666e-01, PNorm = 1005.9086, GNorm = 0.8717, lr_0 = 7.6791e-04
Loss = 3.4179e-01, PNorm = 1006.0850, GNorm = 0.5596, lr_0 = 7.6784e-04
Loss = 3.1964e-01, PNorm = 1006.3048, GNorm = 0.4080, lr_0 = 7.6777e-04
Loss = 2.2889e-01, PNorm = 1006.5430, GNorm = 0.3709, lr_0 = 7.6770e-04
Loss = 2.4866e-01, PNorm = 1006.7537, GNorm = 0.1896, lr_0 = 7.6763e-04
Loss = 1.8767e-01, PNorm = 1006.9284, GNorm = 0.1749, lr_0 = 7.6756e-04
Loss = 2.2020e-01, PNorm = 1007.0564, GNorm = 0.4446, lr_0 = 7.6749e-04
Loss = 2.5149e-01, PNorm = 1007.1664, GNorm = 0.3455, lr_0 = 7.6743e-04
Loss = 2.3153e-01, PNorm = 1007.2873, GNorm = 0.1537, lr_0 = 7.6736e-04
Loss = 2.3804e-01, PNorm = 1007.4351, GNorm = 0.2363, lr_0 = 7.6729e-04
Loss = 2.3075e-01, PNorm = 1007.5475, GNorm = 0.2979, lr_0 = 7.6722e-04
Loss = 2.3960e-01, PNorm = 1007.6559, GNorm = 0.3740, lr_0 = 7.6715e-04
Loss = 2.9796e-01, PNorm = 1007.7741, GNorm = 0.1572, lr_0 = 7.6708e-04
Loss = 2.2443e-01, PNorm = 1007.8955, GNorm = 0.3129, lr_0 = 7.6701e-04
Loss = 2.7560e-01, PNorm = 1008.0164, GNorm = 0.3105, lr_0 = 7.6694e-04
Loss = 1.7308e-01, PNorm = 1008.1167, GNorm = 0.4031, lr_0 = 7.6687e-04
Loss = 2.6145e-01, PNorm = 1008.2110, GNorm = 0.2529, lr_0 = 7.6680e-04
Loss = 3.0736e-01, PNorm = 1008.3108, GNorm = 0.3127, lr_0 = 7.6673e-04
Loss = 2.4131e-01, PNorm = 1008.4325, GNorm = 0.4011, lr_0 = 7.6666e-04
Loss = 2.8233e-01, PNorm = 1008.5594, GNorm = 0.3798, lr_0 = 7.6659e-04
Loss = 2.3540e-01, PNorm = 1008.6771, GNorm = 0.2243, lr_0 = 7.6652e-04
Loss = 2.1574e-01, PNorm = 1008.7870, GNorm = 0.3934, lr_0 = 7.6645e-04
Loss = 3.3034e-01, PNorm = 1008.9247, GNorm = 0.5037, lr_0 = 7.6638e-04
Loss = 1.6006e-01, PNorm = 1009.0366, GNorm = 0.7482, lr_0 = 7.6631e-04
Loss = 3.3106e-01, PNorm = 1009.1401, GNorm = 0.5635, lr_0 = 7.6624e-04
Loss = 2.4392e-01, PNorm = 1009.2613, GNorm = 0.2894, lr_0 = 7.6618e-04
Loss = 2.3744e-01, PNorm = 1009.3961, GNorm = 0.4727, lr_0 = 7.6611e-04
Loss = 2.3898e-01, PNorm = 1009.5233, GNorm = 0.6330, lr_0 = 7.6604e-04
Loss = 2.6019e-01, PNorm = 1009.6494, GNorm = 0.2099, lr_0 = 7.6597e-04
Loss = 2.4862e-01, PNorm = 1009.7824, GNorm = 0.4550, lr_0 = 7.6590e-04
Loss = 3.0080e-01, PNorm = 1009.9086, GNorm = 0.2832, lr_0 = 7.6583e-04
Loss = 2.7519e-01, PNorm = 1010.0647, GNorm = 0.6170, lr_0 = 7.6576e-04
Loss = 2.9133e-01, PNorm = 1010.2119, GNorm = 1.3522, lr_0 = 7.6569e-04
Loss = 2.6999e-01, PNorm = 1010.3501, GNorm = 0.2336, lr_0 = 7.6562e-04
Loss = 2.2286e-01, PNorm = 1010.4556, GNorm = 0.1990, lr_0 = 7.6555e-04
Loss = 2.6845e-01, PNorm = 1010.5630, GNorm = 0.4238, lr_0 = 7.6548e-04
Loss = 1.6873e-01, PNorm = 1010.6781, GNorm = 0.1700, lr_0 = 7.6541e-04
Loss = 2.5061e-01, PNorm = 1010.7784, GNorm = 0.4866, lr_0 = 7.6534e-04
Loss = 1.9733e-01, PNorm = 1010.8576, GNorm = 0.2546, lr_0 = 7.6527e-04
Loss = 3.2747e-01, PNorm = 1010.9405, GNorm = 0.4033, lr_0 = 7.6520e-04
Loss = 3.6721e-01, PNorm = 1011.0712, GNorm = 0.4806, lr_0 = 7.6513e-04
Loss = 2.6460e-01, PNorm = 1011.2399, GNorm = 0.3686, lr_0 = 7.6507e-04
Loss = 2.7913e-01, PNorm = 1011.4332, GNorm = 0.2781, lr_0 = 7.6500e-04
Loss = 2.7603e-01, PNorm = 1011.5879, GNorm = 0.3389, lr_0 = 7.6493e-04
Loss = 2.0075e-01, PNorm = 1011.6987, GNorm = 0.3376, lr_0 = 7.6486e-04
Loss = 2.8518e-01, PNorm = 1011.8048, GNorm = 0.3348, lr_0 = 7.6479e-04
Loss = 2.1584e-01, PNorm = 1011.9057, GNorm = 0.3635, lr_0 = 7.6472e-04
Loss = 2.9295e-01, PNorm = 1012.0502, GNorm = 0.6604, lr_0 = 7.6465e-04
Loss = 1.7217e-01, PNorm = 1012.1979, GNorm = 0.2611, lr_0 = 7.6458e-04
Loss = 3.1195e-01, PNorm = 1012.3215, GNorm = 0.3203, lr_0 = 7.6451e-04
Loss = 3.7789e-01, PNorm = 1012.4245, GNorm = 0.2467, lr_0 = 7.6444e-04
Loss = 2.5272e-01, PNorm = 1012.5565, GNorm = 0.2593, lr_0 = 7.6437e-04
Loss = 2.7850e-01, PNorm = 1012.7054, GNorm = 0.1332, lr_0 = 7.6430e-04
Loss = 3.1560e-01, PNorm = 1012.8464, GNorm = 0.4854, lr_0 = 7.6423e-04
Loss = 2.3307e-01, PNorm = 1013.0335, GNorm = 0.4338, lr_0 = 7.6417e-04
Loss = 2.2531e-01, PNorm = 1013.2097, GNorm = 0.4059, lr_0 = 7.6410e-04
Loss = 2.4480e-01, PNorm = 1013.3413, GNorm = 0.3194, lr_0 = 7.6403e-04
Loss = 2.0132e-01, PNorm = 1013.4347, GNorm = 0.7566, lr_0 = 7.6396e-04
Loss = 2.3673e-01, PNorm = 1013.5233, GNorm = 0.2087, lr_0 = 7.6389e-04
Loss = 3.1149e-01, PNorm = 1013.6316, GNorm = 0.6908, lr_0 = 7.6382e-04
Loss = 3.0830e-01, PNorm = 1013.7543, GNorm = 0.1539, lr_0 = 7.6375e-04
Loss = 2.9455e-01, PNorm = 1013.9073, GNorm = 0.3871, lr_0 = 7.6368e-04
Loss = 3.0052e-01, PNorm = 1014.0653, GNorm = 0.9125, lr_0 = 7.6361e-04
Loss = 2.5598e-01, PNorm = 1014.2099, GNorm = 0.2389, lr_0 = 7.6354e-04
Loss = 3.0329e-01, PNorm = 1014.3250, GNorm = 0.2674, lr_0 = 7.6347e-04
Loss = 3.0292e-01, PNorm = 1014.4399, GNorm = 0.4288, lr_0 = 7.6340e-04
Loss = 1.9134e-01, PNorm = 1014.5576, GNorm = 0.2110, lr_0 = 7.6334e-04
Loss = 2.2912e-01, PNorm = 1014.6626, GNorm = 0.5836, lr_0 = 7.6327e-04
Loss = 3.0710e-01, PNorm = 1014.7441, GNorm = 0.4875, lr_0 = 7.6320e-04
Loss = 2.6747e-01, PNorm = 1014.8401, GNorm = 0.4187, lr_0 = 7.6313e-04
Loss = 2.0681e-01, PNorm = 1014.9725, GNorm = 0.6731, lr_0 = 7.6306e-04
Loss = 2.2223e-01, PNorm = 1015.1556, GNorm = 0.3841, lr_0 = 7.6299e-04
Loss = 2.8681e-01, PNorm = 1015.2761, GNorm = 0.6141, lr_0 = 7.6292e-04
Loss = 3.0302e-01, PNorm = 1015.3623, GNorm = 0.5526, lr_0 = 7.6285e-04
Loss = 1.6533e-01, PNorm = 1015.4900, GNorm = 0.5628, lr_0 = 7.6278e-04
Loss = 2.3599e-01, PNorm = 1015.5786, GNorm = 0.4487, lr_0 = 7.6271e-04
Loss = 1.7335e-01, PNorm = 1015.6508, GNorm = 0.2143, lr_0 = 7.6264e-04
Loss = 2.5578e-01, PNorm = 1015.7429, GNorm = 0.3117, lr_0 = 7.6258e-04
Loss = 2.0207e-01, PNorm = 1015.8287, GNorm = 0.3577, lr_0 = 7.6251e-04
Loss = 2.1939e-01, PNorm = 1015.8923, GNorm = 0.3470, lr_0 = 7.6244e-04
Loss = 2.8950e-01, PNorm = 1015.9607, GNorm = 0.7233, lr_0 = 7.6237e-04
Loss = 1.6943e-01, PNorm = 1016.0491, GNorm = 0.4347, lr_0 = 7.6230e-04
Loss = 3.0115e-01, PNorm = 1016.1513, GNorm = 0.1863, lr_0 = 7.6223e-04
Loss = 1.5972e-01, PNorm = 1016.2540, GNorm = 0.3841, lr_0 = 7.6216e-04
Loss = 2.7302e-01, PNorm = 1016.3761, GNorm = 0.2815, lr_0 = 7.6209e-04
Loss = 1.7174e-01, PNorm = 1016.4821, GNorm = 0.2190, lr_0 = 7.6202e-04
Loss = 2.6179e-01, PNorm = 1016.5645, GNorm = 0.7613, lr_0 = 7.6195e-04
Loss = 1.9597e-01, PNorm = 1016.6270, GNorm = 0.4510, lr_0 = 7.6188e-04
Loss = 2.3041e-01, PNorm = 1016.6947, GNorm = 0.1464, lr_0 = 7.6182e-04
Loss = 2.3045e-01, PNorm = 1016.8003, GNorm = 0.4680, lr_0 = 7.6175e-04
Loss = 2.7544e-01, PNorm = 1016.9445, GNorm = 0.5009, lr_0 = 7.6168e-04
Loss = 1.8711e-01, PNorm = 1017.0950, GNorm = 0.3124, lr_0 = 7.6161e-04
Loss = 2.1765e-01, PNorm = 1017.2073, GNorm = 0.3153, lr_0 = 7.6154e-04
Loss = 2.1043e-01, PNorm = 1017.2984, GNorm = 0.1880, lr_0 = 7.6147e-04
Loss = 2.8692e-01, PNorm = 1017.3855, GNorm = 0.2858, lr_0 = 7.6140e-04
Loss = 2.6869e-01, PNorm = 1017.5066, GNorm = 0.6574, lr_0 = 7.6133e-04
Loss = 2.9103e-01, PNorm = 1017.6658, GNorm = 0.7432, lr_0 = 7.6126e-04
Loss = 2.2808e-01, PNorm = 1017.8037, GNorm = 0.3805, lr_0 = 7.6119e-04
Loss = 2.7391e-01, PNorm = 1017.9116, GNorm = 0.2995, lr_0 = 7.6113e-04
Loss = 2.8468e-01, PNorm = 1018.0073, GNorm = 0.2890, lr_0 = 7.6106e-04
Loss = 2.1740e-01, PNorm = 1018.1109, GNorm = 0.3961, lr_0 = 7.6099e-04
Loss = 2.3626e-01, PNorm = 1018.2221, GNorm = 0.2576, lr_0 = 7.6092e-04
Loss = 2.6683e-01, PNorm = 1018.3474, GNorm = 0.8854, lr_0 = 7.6085e-04
Loss = 1.9978e-01, PNorm = 1018.4549, GNorm = 0.2563, lr_0 = 7.6078e-04
Loss = 2.4710e-01, PNorm = 1018.5789, GNorm = 0.7803, lr_0 = 7.6071e-04
Loss = 2.3138e-01, PNorm = 1018.7226, GNorm = 0.3789, lr_0 = 7.6064e-04
Loss = 3.0928e-01, PNorm = 1018.8625, GNorm = 0.3651, lr_0 = 7.6057e-04
Loss = 2.0575e-01, PNorm = 1019.0528, GNorm = 0.2574, lr_0 = 7.6051e-04
Loss = 1.5645e-01, PNorm = 1019.1768, GNorm = 0.5880, lr_0 = 7.6044e-04
Loss = 2.4042e-01, PNorm = 1019.2697, GNorm = 0.6618, lr_0 = 7.6037e-04
Loss = 2.2993e-01, PNorm = 1019.3392, GNorm = 1.0977, lr_0 = 7.6030e-04
Loss = 1.7256e-01, PNorm = 1019.4218, GNorm = 0.1989, lr_0 = 7.6023e-04
Loss = 2.2738e-01, PNorm = 1019.4970, GNorm = 0.7352, lr_0 = 7.6016e-04
